Leaf Node Category ID	Category Name (中)		
100962	BE - 母嬰用品 - 孕婦用品 - 孕婦枕		
100961	BE - 母嬰用品 - 孕婦用品 - 托腹帶、束腹帶		
100963	BE - 母嬰用品 - 孕婦用品 - 其他		
100966	BE - 母嬰用品 - 孕婦保健 - 孕期保養		
100965	BE - 母嬰用品 - 孕婦保健 - 孕補食品		
100967	BE - 母嬰用品 - 孕婦保健 - 其他		
100964	BE - 母嬰用品 - 孕婦保健 - 媽媽奶粉		
101004	BE - 母嬰用品 - 尿布、學習便器 - 布尿布及配件		
101002	BE - 母嬰用品 - 尿布、學習便器 - 兒童馬桶、學習便器		
101005	BE - 母嬰用品 - 尿布、學習便器 - 其他		
101003	BE - 母嬰用品 - 尿布、學習便器 - 紙尿褲		
101001	BE - 母嬰用品 - 尿布、學習便器 - 隔尿墊、防水墊		
100686	BE - 母嬰用品 - 其他		
101010	BE - 母嬰用品 - 玩具 - 交通造型玩具		
101015	BE - 母嬰用品 - 玩具 - 其他		
101013	BE - 母嬰用品 - 玩具 - 玩具機器人		
101723	BE - 母嬰用品 - 玩具 - 娃娃、填充玩具 - 其他		
101720	BE - 母嬰用品 - 玩具 - 娃娃、填充玩具 - 娃娃及配件		
101721	BE - 母嬰用品 - 玩具 - 娃娃、填充玩具 - 娃娃屋及配件		
101722	BE - 母嬰用品 - 玩具 - 娃娃、填充玩具 - 填充玩具		
101009	BE - 母嬰用品 - 玩具 - 家家酒玩具		
101725	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 充氣類玩具		
101731	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 其他		
101727	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 泳池、沙灘玩具、戲水玩具		
101730	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 飛行玩具、風箏、風車		
101726	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 帳篷、遊戲隧道、球池		
101729	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 運動玩具		
101728	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 聲光玩具槍		
101724	BE - 母嬰用品 - 玩具 - 運動、戶外玩具 - 騎乘類玩具		
101739	BE - 母嬰用品 - 玩具 - 學習教具 - 其他		
101738	BE - 母嬰用品 - 玩具 - 學習教具 - 玩具平板、玩具電腦		
101736	BE - 母嬰用品 - 玩具 - 學習教具 - 拼圖教具		
101734	BE - 母嬰用品 - 玩具 - 學習教具 - 科學玩具		
101737	BE - 母嬰用品 - 玩具 - 學習教具 - 音樂玩具		
101735	BE - 母嬰用品 - 玩具 - 學習教具 - 益智玩具		
101733	BE - 母嬰用品 - 玩具 - 學習教具 - 數學玩具		
101732	BE - 母嬰用品 - 玩具 - 學習教具 - 繪畫用具		
101007	BE - 母嬰用品 - 玩具 - 積木玩具		
101719	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 其他		
101718	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 固齒器		
101716	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 洗澡玩具		
101714	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 健力架、遊戲地墊		
101717	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 掛鈴、搖鈴		
101715	BE - 母嬰用品 - 玩具 - 嬰幼童玩具 - 遊戲圍欄		
101014	BE - 母嬰用品 - 玩具 - 黏土、按壓玩具		
101692	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 奶瓶及配件		
101695	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 奶瓶消毒鍋		
101693	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 奶瓶清潔/奶瓶刷		
101696	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 其他		
101691	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 保溫袋		
101694	BE - 母嬰用品 - 哺育用品 - 奶瓶 - 溫奶器		
100958	BE - 母嬰用品 - 哺育用品 - 奶嘴		
100955	BE - 母嬰用品 - 哺育用品 - 用餐椅		
100960	BE - 母嬰用品 - 哺育用品 - 其他		
101700	BE - 母嬰用品 - 哺育用品 - 授乳用品 - 母乳袋		
101697	BE - 母嬰用品 - 哺育用品 - 授乳用品 - 吸乳器及配件		
101701	BE - 母嬰用品 - 哺育用品 - 授乳用品 - 其他		
101699	BE - 母嬰用品 - 哺育用品 - 授乳用品 - 哺乳巾		
101698	BE - 母嬰用品 - 哺育用品 - 授乳用品 - 溢乳墊		
100957	BE - 母嬰用品 - 哺育用品 - 圍兜、口水巾		
101702	BE - 母嬰用品 - 哺育用品 - 餐具 - 水壺、學習杯		
101703	BE - 母嬰用品 - 哺育用品 - 餐具 - 兒童餐具		
101705	BE - 母嬰用品 - 哺育用品 - 餐具 - 其他		
101704	BE - 母嬰用品 - 哺育用品 - 餐具 - 嬰幼兒食品分裝盒		
100959	BE - 母嬰用品 - 哺育用品 - 嬰幼兒食品調理機		
100969	BE - 母嬰用品 - 清潔與護膚用品 - 毛巾/浴巾		
100977	BE - 母嬰用品 - 清潔與護膚用品 - 其他		
100974	BE - 母嬰用品 - 清潔與護膚用品 - 指甲/頭髮護理		
100976	BE - 母嬰用品 - 清潔與護膚用品 - 洗衣精		
100971	BE - 母嬰用品 - 清潔與護膚用品 - 洗澡用具		
100968	BE - 母嬰用品 - 清潔與護膚用品 - 浴盆		
100970	BE - 母嬰用品 - 清潔與護膚用品 - 浴帽		
100975	BE - 母嬰用品 - 清潔與護膚用品 - 濕紙巾		
100973	BE - 母嬰用品 - 清潔與護膚用品 - 寶寶香水		
100972	BE - 母嬰用品 - 清潔與護膚用品 - 護髮/沐浴液		
100946	BE - 母嬰用品 - 嬰幼兒外出用品 - 手推車		
100947	BE - 母嬰用品 - 嬰幼兒外出用品 - 手推車配件		
100948	BE - 母嬰用品 - 嬰幼兒外出用品 - 汽車安全座椅		
100949	BE - 母嬰用品 - 嬰幼兒外出用品 - 汽車座椅配件		
100951	BE - 母嬰用品 - 嬰幼兒外出用品 - 防走失用品		
100952	BE - 母嬰用品 - 嬰幼兒外出用品 - 其他		
100945	BE - 母嬰用品 - 嬰幼兒外出用品 - 背巾、背帶		
100950	BE - 母嬰用品 - 嬰幼兒外出用品 - 媽媽包		
100988	BE - 母嬰用品 - 嬰幼兒居家防護 - 安全門、防護欄		
100989	BE - 母嬰用品 - 嬰幼兒居家防護 - 安全鎖		
100984	BE - 母嬰用品 - 嬰幼兒居家防護 - 兒童監視器		
100990	BE - 母嬰用品 - 嬰幼兒居家防護 - 其他		
100985	BE - 母嬰用品 - 嬰幼兒居家防護 - 蚊帳		
100986	BE - 母嬰用品 - 嬰幼兒居家防護 - 嬰兒床護欄		
100987	BE - 母嬰用品 - 嬰幼兒居家防護 - 嬰兒防撞用品		
100991	BE - 母嬰用品 - 嬰幼童奶粉、副食品 - 奶粉		
100994	BE - 母嬰用品 - 嬰幼童奶粉、副食品 - 其他		
100992	BE - 母嬰用品 - 嬰幼童奶粉、副食品 - 副食品		
100993	BE - 母嬰用品 - 嬰幼童奶粉、副食品 - 寶寶零食		
102070	BE - 母嬰用品 - 嬰幼童奶粉、副食品 - Ready-to-Drink Milk		
100999	BE - 母嬰用品 - 嬰幼童保健相關 - 防曬		
101000	BE - 母嬰用品 - 嬰幼童保健相關 - 其他		
100996	BE - 母嬰用品 - 嬰幼童保健相關 - 鼻腔護理用品		
100998	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童口腔護理用品		
100995	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童維他命、補給品		
101710	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童護膚產品 - 乳液、乳霜		
101713	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童護膚產品 - 其他		
101712	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童護膚產品 - 爽身粉		
101711	BE - 母嬰用品 - 嬰幼童保健相關 - 嬰幼童護膚產品 - 嬰兒油		
100979	BE - 母嬰用品 - 嬰幼童家具、寢具 - 安撫躺/搖椅		
100983	BE - 母嬰用品 - 嬰幼童家具、寢具 - 其他		
100980	BE - 母嬰用品 - 嬰幼童家具、寢具 - 學步車		
101709	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰幼童寢具 - 其他		
101708	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰幼童寢具 - 嬰幼童床包		
101707	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰幼童寢具 - 嬰兒枕		
101706	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰幼童寢具 - 嬰兒被、防踢被		
100978	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰兒床		
100982	BE - 母嬰用品 - 嬰幼童家具、寢具 - 嬰兒床收納用品		
100685	BE - 母嬰用品 - 禮盒		
100746	BE - 汽車類 - 汽車		
101454	BE - 汽車類 - 汽車零件 - 皮帶、油管及滑輪		
101903	BE - 汽車類 - 汽車零件 - 汽車引擎零件 - 汽車空調濾芯		
101902	BE - 汽車類 - 汽車零件 - 汽車引擎零件 - 汽車活塞		
101904	BE - 汽車類 - 汽車零件 - 汽車引擎零件 - 汽車機油濾芯		
101905	BE - 汽車類 - 汽車零件 - 汽車引擎零件 - 其他		
101451	BE - 汽車類 - 汽車零件 - 汽車軸承		
101443	BE - 汽車類 - 汽車零件 - 車體及保險桿		
101457	BE - 汽車類 - 汽車零件 - 其他		
101444	BE - 汽車類 - 汽車零件 - 雨刷及噴水嘴		
101453	BE - 汽車類 - 汽車零件 - 剎車系統		
101449	BE - 汽車類 - 汽車零件 - 排風扇及散熱器		
101445	BE - 汽車類 - 汽車零件 - 排氣管		
101930	BE - 汽車類 - 汽車零件 - 電系零件 - 汽車點火裝置 - 汽車火星塞		
101929	BE - 汽車類 - 汽車零件 - 電系零件 - 汽車點火裝置 - 汽車點火線圈		
101931	BE - 汽車類 - 汽車零件 - 電系零件 - 汽車點火裝置 - 其他		
101908	BE - 汽車類 - 汽車零件 - 電系零件 - 車燈		
101909	BE - 汽車類 - 汽車零件 - 電系零件 - 其他		
101907	BE - 汽車類 - 汽車零件 - 電系零件 - 電瓶及周邊		
101447	BE - 汽車類 - 汽車零件 - 輪胎及周邊		
101446	BE - 汽車類 - 汽車零件 - 輪框及周邊		
101456	BE - 汽車類 - 汽車零件 - 燃油系統		
101450	BE - 汽車類 - 汽車零件 - 離合器及傳動軸		
101448	BE - 汽車類 - 汽車零件 - 懸吊系統及避震器		
101463	BE - 汽車類 - 汽機車美容用品 - 內飾清潔保養用品		
101466	BE - 汽車類 - 汽機車美容用品 - 其他		
101465	BE - 汽車類 - 汽機車美容用品 - 拋光鍍膜用品		
101462	BE - 汽車類 - 汽機車美容用品 - 玻璃清潔及撥水劑用品		
101461	BE - 汽車類 - 汽機車美容用品 - 清洗及打蠟用品		
101464	BE - 汽車類 - 汽機車美容用品 - 輪胎及鋁圈保養用品		
101424	BE - 汽車類 - 車內周邊百貨 - 手機支架		
101422	BE - 汽車類 - 車內周邊百貨 - 方向盤及方向盤套		
101429	BE - 汽車類 - 車內周邊百貨 - 行車記錄器		
101421	BE - 汽車類 - 車內周邊百貨 - 汽車床墊		
101419	BE - 汽車類 - 車內周邊百貨 - 車用地墊及行李箱墊		
101417	BE - 汽車類 - 車內周邊百貨 - 車用收納		
101418	BE - 汽車類 - 車內周邊百貨 - 車用芳香及空氣清淨機		
101420	BE - 汽車類 - 車內周邊百貨 - 車用頭枕及腰靠墊		
101428	BE - 汽車類 - 車內周邊百貨 - 防盜器材		
101431	BE - 汽車類 - 車內周邊百貨 - 其他		
101430	BE - 汽車類 - 車內周邊百貨 - 抬頭顯示器及儀錶板		
101423	BE - 汽車類 - 車內周邊百貨 - 座椅及座椅套		
101426	BE - 汽車類 - 車內周邊百貨 - 腳踏板及變速桿		
101415	BE - 汽車類 - 車內周邊百貨 - 導航、車載接收器		
101427	BE - 汽車類 - 車內周邊百貨 - 遮陽隔熱		
101416	BE - 汽車類 - 車內周邊百貨 - 擴音器、揚聲器及重低音喇叭		
101425	BE - 汽車類 - 車內周邊百貨 - USB車充、車載藍芽接收器		
101434	BE - 汽車類 - 車外裝飾及百貨 - 汽車車罩		
101433	BE - 汽車類 - 車外裝飾及百貨 - 車用天線		
101439	BE - 汽車類 - 車外裝飾及百貨 - 車用喇叭及周邊		
101432	BE - 汽車類 - 車外裝飾及百貨 - 車身飾條		
101441	BE - 汽車類 - 車外裝飾及百貨 - 車牌框		
101438	BE - 汽車類 - 車外裝飾及百貨 - 車窗雨眉、晴雨擋		
101435	BE - 汽車類 - 車外裝飾及百貨 - 車貼、車標改裝		
101442	BE - 汽車類 - 車外裝飾及百貨 - 其他		
101437	BE - 汽車類 - 車外裝飾及百貨 - 門檻條、車門防撞條		
101440	BE - 汽車類 - 車外裝飾及百貨 - 後視鏡及周邊		
101436	BE - 汽車類 - 車外裝飾及百貨 - 擋泥板		
100754	BE - 汽車類 - 其他		
101470	BE - 汽車類 - 油品保養 - 冷卻劑		
101468	BE - 汽車類 - 油品保養 - 汽油柴油添加劑		
101912	BE - 汽車類 - 油品保養 - 汽機車油品 - 其他		
101910	BE - 汽車類 - 油品保養 - 汽機車油品 - 煞車油		
101911	BE - 汽車類 - 油品保養 - 汽機車油品 - 變速箱油		
101472	BE - 汽車類 - 油品保養 - 其他		
101469	BE - 汽車類 - 油品保養 - 潤滑油		
101467	BE - 汽車類 - 油品保養 - 機油		
101458	BE - 汽車類 - 保養維修工具 - 汽車測試診斷維修工具		
101460	BE - 汽車類 - 保養維修工具 - 其他		
101459	BE - 汽車類 - 保養維修工具 - 胎壓偵測器		
100753	BE - 汽車類 - 鑰匙圈及鑰匙套		
100567	BE - 男生包包 - 公事包		
100568	BE - 男生包包 - 手拿包		
100611	BE - 男生包包 - 皮夾 - 中夾/短夾		
100610	BE - 男生包包 - 皮夾 - 手機包/鑰匙包		
100608	BE - 男生包包 - 皮夾 - 卡夾		
100613	BE - 男生包包 - 皮夾 - 其他皮夾		
100612	BE - 男生包包 - 皮夾 - 長夾		
100609	BE - 男生包包 - 皮夾 - 零錢包		
100566	BE - 男生包包 - 托特包		
100572	BE - 男生包包 - 其他		
100564	BE - 男生包包 - 後背包		
100570	BE - 男生包包 - 側/肩背包		
100569	BE - 男生包包 - 腰包/胸包		
100604	BE - 男生包包 - 電腦包 - 手提斜背筆電包		
100607	BE - 男生包包 - 電腦包 - 其他		
100605	BE - 男生包包 - 電腦包 - 筆電套		
100606	BE - 男生包包 - 電腦包 - 電腦後背包		
100246	BE - 男生衣著 - 上衣 - 其他		
100245	BE - 男生衣著 - 上衣 - 坦克		
100242	BE - 男生衣著 - 上衣 - 襯衫		
100243	BE - 男生衣著 - 上衣 - Polo衫		
100244	BE - 男生衣著 - 上衣 - T恤		
100247	BE - 男生衣著 - 內著 - 內衣褲		
100250	BE - 男生衣著 - 內著 - 其他		
100249	BE - 男生衣著 - 內著 - 發熱內著		
100248	BE - 男生衣著 - 內著 - 衛生衣		
100049	BE - 男生衣著 - 毛衣, 針織		
100047	BE - 男生衣著 - 牛仔褲		
100229	BE - 男生衣著 - 外套, 風衣與背心 - 冬季外套 / 大衣		
100230	BE - 男生衣著 - 外套, 風衣與背心 - 外套		
100232	BE - 男生衣著 - 外套, 風衣與背心 - 其他		
100231	BE - 男生衣著 - 外套, 風衣與背心 - 背心		
100233	BE - 男生衣著 - 西裝 - 成套西裝		
100234	BE - 男生衣著 - 西裝 - 西裝外套		
100236	BE - 男生衣著 - 西裝 - 西裝背心		
100235	BE - 男生衣著 - 西裝 - 西裝褲		
100237	BE - 男生衣著 - 西裝 - 其他		
100061	BE - 男生衣著 - 其他		
100238	BE - 男生衣著 - 長褲 - 工作褲		
100241	BE - 男生衣著 - 長褲 - 其他		
100240	BE - 男生衣著 - 長褲 - 長褲		
100239	BE - 男生衣著 - 長褲 - 縮口褲		
100057	BE - 男生衣著 - 套裝		
100227	BE - 男生衣著 - 帽T, 大學T - 大學T		
100228	BE - 男生衣著 - 帽T, 大學T - 其他		
100226	BE - 男生衣著 - 帽T, 大學T - 帽T		
100053	BE - 男生衣著 - 短褲		
100251	BE - 男生衣著 - 傳統服飾 - 上身		
100252	BE - 男生衣著 - 傳統服飾 - 下身		
100254	BE - 男生衣著 - 傳統服飾 - 其他		
100253	BE - 男生衣著 - 傳統服飾 - 套裝		
100056	BE - 男生衣著 - 睡衣		
100059	BE - 男生衣著 - 戲服		
100060	BE - 男生衣著 - 職業制服		
100062	BE - 男生衣著 - 襪子		
100067	BE - 男鞋 - 牛津鞋/ 綁帶皮鞋		
100064	BE - 男鞋 - 休閒鞋款		
100070	BE - 男鞋 - 其他		
100259	BE - 男鞋 - 涼拖鞋 - 人字拖/ 夾腳拖		
100263	BE - 男鞋 - 涼拖鞋 - 其他涼拖鞋		
100261	BE - 男鞋 - 涼拖鞋 - 室內拖/ 室內拖鞋		
100262	BE - 男鞋 - 涼拖鞋 - 健康拖/ 健康拖鞋		
100260	BE - 男鞋 - 涼拖鞋 - 涼鞋		
100257	BE - 男鞋 - 靴子 - 安全靴/ 工作靴/ 鋼頭靴		
100258	BE - 男鞋 - 靴子 - 其他		
100256	BE - 男鞋 - 靴子 - 雨鞋		
100255	BE - 男鞋 - 靴子 - 時尚靴		
100066	BE - 男鞋 - 樂福鞋/ 帆船鞋		
100269	BE - 男鞋 - 鞋材/ 鞋類周邊 - 其他		
100265	BE - 男鞋 - 鞋材/ 鞋類周邊 - 除臭劑/ 除臭噴霧		
100264	BE - 男鞋 - 鞋材/ 鞋類周邊 - 鞋子清潔/ 鞋子清洗		
100267	BE - 男鞋 - 鞋材/ 鞋類周邊 - 鞋拔/ 鞋撐		
100266	BE - 男鞋 - 鞋材/ 鞋類周邊 - 鞋帶		
100268	BE - 男鞋 - 鞋材/ 鞋類周邊 - 鞋墊		
100065	BE - 男鞋 - 懶人鞋/ 穆勒鞋		
101187	BE - 居家生活 - 五金修繕、電動工具 - 工作防護		
101194	BE - 居家生活 - 五金修繕、電動工具 - 工具梯		
101794	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 手工具組		
101805	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 水平儀、測距輪		
101796	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 扳手組		
101811	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 其他		
101807	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 空氣壓縮機、空壓機		
101808	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 砂紙、磨切機與配件		
101799	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 釘子，螺絲和緊固件		
101802	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 高壓清洗機		
101795	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 捲尺、檢測工具、其他測量		
101809	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 焊接工具		
101806	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 測距儀		
101803	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 發電機		
101798	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 鉗子		
101804	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 電流表、三用電表		
101801	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 電鋸、軍刀鋸、砂輪機、其他切割機		
101800	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 電鑽、電動起子與配件		
101810	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 鼓風機		
101797	BE - 居家生活 - 五金修繕、電動工具 - 手工具組 - 錘子		
101195	BE - 居家生活 - 五金修繕、電動工具 - 手推車		
101188	BE - 居家生活 - 五金修繕、電動工具 - 水龍頭、水料		
101199	BE - 居家生活 - 五金修繕、電動工具 - 其他		
101192	BE - 居家生活 - 五金修繕、電動工具 - 抽水機與配件		
101190	BE - 居家生活 - 五金修繕、電動工具 - 油漆、塗料		
101193	BE - 居家生活 - 五金修繕、電動工具 - 空氣幫浦、打氣機、氣動工具與配件		
101198	BE - 居家生活 - 五金修繕、電動工具 - 門窗、紗窗、窗框		
101189	BE - 居家生活 - 五金修繕、電動工具 - 屋頂磚、地板磚		
101197	BE - 居家生活 - 五金修繕、電動工具 - 建築材料		
101196	BE - 居家生活 - 五金修繕、電動工具 - 篷布、遮雨棚		
101186	BE - 居家生活 - 五金修繕、電動工具 - 黏接、修補膠帶		
101200	BE - 居家生活 - 日用品 - 大型曬衣支架、曬衣架		
101215	BE - 居家生活 - 日用品 - 其他		
101207	BE - 居家生活 - 日用品 - 垃圾桶		
101208	BE - 居家生活 - 日用品 - 垃圾袋		
101209	BE - 居家生活 - 日用品 - 抹布		
101204	BE - 居家生活 - 日用品 - 拖把		
101812	BE - 居家生活 - 日用品 - 洗衣精、衣物清潔劑 - 衣物芳香劑		
101813	BE - 居家生活 - 日用品 - 洗衣精、衣物清潔劑 - 衣物柔軟精		
101815	BE - 居家生活 - 日用品 - 洗衣精、衣物清潔劑 - 其他		
101814	BE - 居家生活 - 日用品 - 洗衣精、衣物清潔劑 - 洗衣精、洗衣粉、洗衣凝膠球		
101213	BE - 居家生活 - 日用品 - 家用清潔劑		
101206	BE - 居家生活 - 日用品 - 海綿、菜瓜布		
101203	BE - 居家生活 - 日用品 - 除塵用具、雞毛撢子		
101210	BE - 居家生活 - 日用品 - 除蟲消毒		
101202	BE - 居家生活 - 日用品 - 掃把		
101201	BE - 居家生活 - 日用品 - 清潔刷		
101212	BE - 居家生活 - 日用品 - 廁所用紙		
101211	BE - 居家生活 - 日用品 - 衛生紙、廚房紙巾		
101205	BE - 居家生活 - 日用品 - 臉盆、泡腳桶		
101240	BE - 居家生活 - 水杯瓶、餐廚配件 - 水杯、馬克杯		
101245	BE - 居家生活 - 水杯瓶、餐廚配件 - 吸管		
101248	BE - 居家生活 - 水杯瓶、餐廚配件 - 其他		
101241	BE - 居家生活 - 水杯瓶、餐廚配件 - 保溫杯、保溫瓶		
101238	BE - 居家生活 - 水杯瓶、餐廚配件 - 保溫壺、笛音壺	保溫壺/笛音壺/冷水壺/濾水壺、濾芯配件等	
101239	BE - 居家生活 - 水杯瓶、餐廚配件 - 茶壺、茶具		
101246	BE - 居家生活 - 水杯瓶、餐廚配件 - 菜罩、食物罩、餐桌罩		
101242	BE - 居家生活 - 水杯瓶、餐廚配件 - 碗盤器皿		
101243	BE - 居家生活 - 水杯瓶、餐廚配件 - 盤子		
101244	BE - 居家生活 - 水杯瓶、餐廚配件 - 餐具		
101247	BE - 居家生活 - 水杯瓶、餐廚配件 - 餐墊、杯墊		
101254	BE - 居家生活 - 收納 - 收納櫃、抽屜櫃		
101253	BE - 居家生活 - 收納 - 衣架、衣夾		
101259	BE - 居家生活 - 收納 - 衣櫥收納		
101262	BE - 居家生活 - 收納 - 其他		
101257	BE - 居家生活 - 收納 - 洗衣袋、洗衣籃		
101258	BE - 居家生活 - 收納 - 桌上收納		
101256	BE - 居家生活 - 收納 - 掛勾		
101260	BE - 居家生活 - 收納 - 飾品收納		
101261	BE - 居家生活 - 收納 - 衛生紙收納		
101255	BE - 居家生活 - 收納 - 鞋盒		
100724	BE - 居家生活 - 其他		
101252	BE - 居家生活 - 居安防護 - 其他		
101251	BE - 居家生活 - 居安防護 - 門窗鎖		
101249	BE - 居家生活 - 居安防護 - 保險櫃		
101250	BE - 居家生活 - 居安防護 - 消防器材		
101129	BE - 居家生活 - 居家香氛 - 水氧機、香薰機		
101130	BE - 居家生活 - 居家香氛 - 其他		
101128	BE - 居家生活 - 居家香氛 - 精油		
101127	BE - 居家生活 - 居家香氛 - 擴香瓶		
101159	BE - 居家生活 - 居家裝飾 - 地板貼、巧拼		
101160	BE - 居家生活 - 居家裝飾 - 地毯、地墊		
101165	BE - 居家生活 - 居家裝飾 - 其他		
101161	BE - 居家生活 - 居家裝飾 - 花瓶		
101156	BE - 居家生活 - 居家裝飾 - 相框、牆壁裝飾		
101158	BE - 居家生活 - 居家裝飾 - 時鐘、掛鐘		
101164	BE - 居家生活 - 居家裝飾 - 桌墊、桌布		
101153	BE - 居家生活 - 居家裝飾 - 乾燥花、鮮花、人造花		
101155	BE - 居家生活 - 居家裝飾 - 窗簾、門簾		
101154	BE - 居家生活 - 居家裝飾 - 電視罩、防塵蓋布		
101157	BE - 居家生活 - 居家裝飾 - 壁貼、窗貼		
101163	BE - 居家生活 - 居家裝飾 - 鏡子		
101162	BE - 居家生活 - 居家裝飾 - 蠟燭、燭臺		
100723	BE - 居家生活 - 風水、宗教商品		
101791	BE - 居家生活 - 浴室 - 毛巾、浴袍 - 毛巾、手巾		
101793	BE - 居家生活 - 浴室 - 毛巾、浴袍 - 其他		
101790	BE - 居家生活 - 浴室 - 毛巾、浴袍 - 浴巾		
101792	BE - 居家生活 - 浴室 - 毛巾、浴袍 - 浴袍		
101132	BE - 居家生活 - 浴室 - 牙刷架、擠牙膏器		
101141	BE - 居家生活 - 浴室 - 安全扶手		
101138	BE - 居家生活 - 浴室 - 沐浴刷、沐浴手套		
101140	BE - 居家生活 - 浴室 - 沐浴椅、馬桶椅		
101139	BE - 居家生活 - 浴室 - 防水浴簾		
101143	BE - 居家生活 - 浴室 - 其他		
101135	BE - 居家生活 - 浴室 - 浴缸、泡澡桶		
101142	BE - 居家生活 - 浴室 - 浴帽		
101134	BE - 居家生活 - 浴室 - 浴櫃		
101131	BE - 居家生活 - 浴室 - 馬桶、馬桶蓋		
101133	BE - 居家生活 - 浴室 - 給皂機、肥皂盒		
101137	BE - 居家生活 - 浴室 - 蓮蓬頭		
101170	BE - 居家生活 - 傢俱 - 衣櫃、衣櫥		
101168	BE - 居家生活 - 傢俱 - 床架		
101172	BE - 居家生活 - 傢俱 - 沙發		
101167	BE - 居家生活 - 傢俱 - 防撞條、護角、門檔		
101175	BE - 居家生活 - 傢俱 - 其他		
101166	BE - 居家生活 - 傢俱 - 抱枕、靠墊		
101169	BE - 居家生活 - 傢俱 - 桌子		
101173	BE - 居家生活 - 傢俱 - 茶櫃、櫥櫃		
101171	BE - 居家生活 - 傢俱 - 椅子		
101174	BE - 居家生活 - 傢俱 - 層架、置物架		
101182	BE - 居家生活 - 園藝植作 - 自動灌溉系統		
101184	BE - 居家生活 - 園藝植作 - 其他		
101179	BE - 居家生活 - 園藝植作 - 肥料		
101181	BE - 居家生活 - 園藝植作 - 花架、花盆、花器		
101185	BE - 居家生活 - 園藝植作 - 割草機		
101176	BE - 居家生活 - 園藝植作 - 植栽、盆栽		
101178	BE - 居家生活 - 園藝植作 - 園藝土壤		
101177	BE - 居家生活 - 園藝植作 - 園藝裝飾		
101183	BE - 居家生活 - 園藝植作 - 園藝器具		
101180	BE - 居家生活 - 園藝植作 - 種子、花苗		
100712	BE - 居家生活 - 暖暖包、冷熱水袋		
101264	BE - 居家生活 - 節慶、派對用品 - 夾子、裝飾夾		
101270	BE - 居家生活 - 節慶、派對用品 - 其他		
101265	BE - 居家生活 - 節慶、派對用品 - 活動背版		
101263	BE - 居家生活 - 節慶、派對用品 - 氣球、字母數字氣球		
101267	BE - 居家生活 - 節慶、派對用品 - 紙類餐盤、一次性餐具		
101269	BE - 居家生活 - 節慶、派對用品 - 彩帶、榮譽肩帶、頒獎肩帶		
101268	BE - 居家生活 - 節慶、派對用品 - 裝扮道具		
101266	BE - 居家生活 - 節慶、派對用品 - 邀請卡、卡片		
101144	BE - 居家生活 - 寢具 - 冰涼墊、蓆類		
101148	BE - 居家生活 - 寢具 - 床單、枕套、居家睡袋		
101149	BE - 居家生活 - 寢具 - 床墊		
101152	BE - 居家生活 - 寢具 - 其他		
101151	BE - 居家生活 - 寢具 - 抱枕、長抱枕		
